log_id,contents_id,contents_name,description,device_code,marker_color,marker_position,marker_text,memo_text,operation_date,operation_name,page_no,process_code,user_id,user_id2,user_id3,version
106525,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,42,3,103042100@Moodle,103042100,103042100,1
106526,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,43,3,103042100@Moodle,103042100,103042100,1
106527,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,44,3,103042100@Moodle,103042100,103042100,1
106528,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,PREV,45,2,103042100@Moodle,103042100,103042100,1
106529,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,"rgb(255,0,0)","75,161,253,24,522,392"," Contain chitin(含有幾丁質), ",,2018/5/9 00:19,ADD MARKER,44,16,103042100@Moodle,103042100,103042100,1
106530,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,44,3,103042100@Moodle,103042100,103042100,1
106531,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,45,3,103042100@Moodle,103042100,103042100,1
106532,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,46,3,103042100@Moodle,103042100,103042100,1
106533,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,47,3,103042100@Moodle,103042100,103042100,1
106534,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,48,3,103042100@Moodle,103042100,103042100,1
106535,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,49,3,103042100@Moodle,103042100,103042100,1
106536,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,50,3,103042100@Moodle,103042100,103042100,1
106537,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,51,3,103042100@Moodle,103042100,103042100,1
106538,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,52,3,103042100@Moodle,103042100,103042100,1
106539,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,53,3,103042100@Moodle,103042100,103042100,1
106540,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,54,3,103042100@Moodle,103042100,103042100,1
106541,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,55,3,103042100@Moodle,103042100,103042100,1
106542,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,56,3,103042100@Moodle,103042100,103042100,1
106543,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,57,3,103042100@Moodle,103042100,103042100,1
106544,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,58,3,103042100@Moodle,103042100,103042100,1
106545,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,59,3,103042100@Moodle,103042100,103042100,1
106546,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,60,3,103042100@Moodle,103042100,103042100,1
106547,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,61,3,103042100@Moodle,103042100,103042100,1
106548,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,62,3,103042100@Moodle,103042100,103042100,1
106549,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,63,3,103042100@Moodle,103042100,103042100,1
106550,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,64,3,103042100@Moodle,103042100,103042100,1
106551,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,64,3,103042100@Moodle,103042100,103042100,1
106552,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:19,NEXT,64,3,103042100@Moodle,103042100,103042100,1
106553,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,33-1_458-72-537-402,pc,,,,"授粉期間,花粉粒通過各種方式從雄蕊花要運送到種皮的柱頭,在那裡萌發,花粉管攜帶兩個精子進入胚珠,在受精的過程中,一個精子與卵形成二倍體合子,另一個精子與另外兩個核結合形成三倍體的胚乳",2018/5/9 00:22,ADD MEMO,34,19,106013012@Moodle,106013012,106013012,1
106554,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:22,ADD BOOKMARK,34,4,106013012@Moodle,106013012,106013012,1
106555,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:22,NEXT,34,3,106013012@Moodle,106013012,106013012,1
106556,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:23,NEXT,35,3,106013012@Moodle,106013012,106013012,1
106557,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:23,NEXT,36,3,106013012@Moodle,106013012,106013012,1
106558,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:23,NEXT,37,3,106013012@Moodle,106013012,106013012,1
106559,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:23,NEXT,38,3,106013012@Moodle,106013012,106013012,1
106560,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:23,NEXT,39,3,106013012@Moodle,106013012,106013012,1
106561,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:23,NEXT,40,3,106013012@Moodle,106013012,106013012,1
106562,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:23,PREV,41,2,106013012@Moodle,106013012,106013012,1
106563,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:23,NEXT,2,3,106013517@Moodle,106013517,106013517,1
106564,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:24,NEXT,3,3,106013517@Moodle,106013517,106013517,1
106565,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:24,NEXT,4,3,106013517@Moodle,106013517,106013517,1
106566,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:24,NEXT,5,3,106013517@Moodle,106013517,106013517,1
106567,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:24,NEXT,6,3,106013517@Moodle,106013517,106013517,1
106568,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:24,NEXT,7,3,106013517@Moodle,106013517,106013517,1
106569,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:24,NEXT,8,3,106013517@Moodle,106013517,106013517,1
106570,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:24,NEXT,9,3,106013517@Moodle,106013517,106013517,1
106571,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:25,NEXT,10,3,106013517@Moodle,106013517,106013517,1
106572,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:25,NEXT,11,3,106013517@Moodle,106013517,106013517,1
106573,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:26,PREV,12,2,106013517@Moodle,106013517,106013517,1
106574,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:27,PREV,11,2,106013517@Moodle,106013517,106013517,1
106575,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:27,OPEN,1,23,106013012@Moodle,106013012,106013012,1
106576,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,0,pc,,,,,2018/5/9 00:27,PAGE_JUMP,10,15,106013517@Moodle,106013517,106013517,1
106577,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:27,CLOSE,1,24,106013012@Moodle,106013012,106013012,1
106578,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:27,NEXT,1,3,106013517@Moodle,106013517,106013517,1
106579,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:28,OPEN,1,23,106013012@Moodle,106013012,106013012,1
106580,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:28,NEXT,1,3,106013012@Moodle,106013012,106013012,1
106581,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:28,NEXT,2,3,106013012@Moodle,106013012,106013012,1
106582,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:28,NEXT,3,3,106013012@Moodle,106013012,106013012,1
106583,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:28,NEXT,4,3,106013012@Moodle,106013012,106013012,1
106584,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:28,CLOSE,5,24,106013012@Moodle,106013012,106013012,1
106585,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:31,NEXT,2,3,106013517@Moodle,106013517,106013517,1
106586,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:31,NEXT,3,3,106013517@Moodle,106013517,106013517,1
106587,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:31,PREV,4,2,106013517@Moodle,106013517,106013517,1
106588,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:32,NEXT,3,3,106013517@Moodle,106013517,106013517,1
106589,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:39,NEXT,4,3,106013517@Moodle,106013517,106013517,1
106590,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:39,NEXT,5,3,106013517@Moodle,106013517,106013517,1
106591,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:40,OPEN,1,23,104032001@Moodle,104032001,104032001,1
106592,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:40,NEXT,1,3,104032001@Moodle,104032001,104032001,1
106593,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:40,NEXT,1,3,104032001@Moodle,104032001,104032001,1
106594,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:40,NEXT,2,3,104032001@Moodle,104032001,104032001,1
106595,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:40,PREV,2,2,104032001@Moodle,104032001,104032001,1
106596,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:40,NEXT,3,3,104032001@Moodle,104032001,104032001,1
106597,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,255,0)","69,97,120,1,371,278",,,2018/5/9 00:40,ADD MARKER,4,16,104032001@Moodle,104032001,104032001,1
106598,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,255,0)","65,97,206,11,371,278",(苔蘚 - 缺乏維管組織，但可以保護它們的胚胎),,2018/5/9 00:41,ADD MARKER,4,16,104032001@Moodle,104032001,104032001,1
106599,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","35,65,300,172,371,278","? Algae do not? Mosses—lack vascular tissue but do protect their embryos(苔蘚 - 缺乏維管組織，但可以保護它們的胚胎)2. Vascular tissue(維管植物)—Lycophytes(石松類)? For water transport, have true roots, stems, and leaves3. Megaphylls(大葉植物)—Ferns(蕨類植物)?Increases amount of photosynthesis and carbohydrates produce4. Seeds(種子)—Gymnosperms? Contains embryo and stored organic nutrients inside a protective coat5. Flowers(花)—Angiosperms? Reproductive structure to attract pollinators and give rise to fruits",,2018/5/9 00:41,ADD MARKER,4,16,104032001@Moodle,104032001,104032001,1
106600,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","57,46,15,26,371,278",mbr,,2018/5/9 00:41,ADD MARKER,4,16,104032001@Moodle,104032001,104032001,1
106601,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:41,ADD BOOKMARK,4,4,104032001@Moodle,104032001,104032001,1
106602,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:41,DELETE BOOKMARK,4,6,104032001@Moodle,104032001,104032001,1
106603,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","57,46,15,26,371,278",,,2018/5/9 00:41,DELETE MARKER,4,18,104032001@Moodle,104032001,104032001,1
106604,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:41,ADD BOOKMARK,4,4,104032001@Moodle,104032001,104032001,1
106605,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","35,65,300,172,371,278",,,2018/5/9 00:41,DELETE MARKER,4,18,104032001@Moodle,104032001,104032001,1
106606,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","37,55,46,9,371,278",1. Embryo ,,2018/5/9 00:42,ADD MARKER,4,16,104032001@Moodle,104032001,104032001,1
106607,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:42,DELETE BOOKMARK,4,6,104032001@Moodle,104032001,104032001,1
106608,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","37,55,46,9,371,278",,,2018/5/9 00:42,DELETE MARKER,4,18,104032001@Moodle,104032001,104032001,1
106609,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","36,49,309,203,371,278","1. Embryo protection(胚胎保護)—all plants protect their embryos? Algae do not? Mosses—lack vascular tissue but do protect their embryos(苔蘚 - 缺乏維管組織，但可以保護它們的胚胎)2. Vascular tissue(維管植物)—Lycophytes(石松類)? For water transport, have true roots, stems, and leaves3. Megaphylls(大葉植物)—Ferns(蕨類植物)?Increases amount of photosynthesis and carbohydrates produced4. Seeds(種子)—Gymnosperms? Contains embryo and stored organic nutrients inside a protective coat5. Flowers(花)—Angiosperms? Reproductive structure to attract pollinators and give rise to fruits",,2018/5/9 00:42,ADD MARKER,4,16,104032001@Moodle,104032001,104032001,1
106610,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:42,NEXT,4,3,104032001@Moodle,104032001,104032001,1
106611,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","60,44,242,225,371,278",,,2018/5/9 00:42,ADD MARKER,5,16,104032001@Moodle,104032001,104032001,1
106612,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:42,NEXT,5,3,104032001@Moodle,104032001,104032001,1
106613,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,255,0)","49,230,258,32,371,278", Produces gametes by mitosis Gametes fuse to form diploid sporophyte,,2018/5/9 00:42,ADD MARKER,6,16,104032001@Moodle,104032001,104032001,1
106614,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:42,NEXT,6,3,106013517@Moodle,106013517,106013517,1
106615,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:42,NEXT,6,3,104032001@Moodle,104032001,104032001,1
106616,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,pc,,,,,2018/5/9 00:42,NEXT,7,3,106013517@Moodle,106013517,106013517,1
106617,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","61,64,232,203,371,278",,,2018/5/9 00:42,ADD MARKER,7,16,104032001@Moodle,104032001,104032001,1
106618,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:42,NEXT,7,3,104032001@Moodle,104032001,104032001,1
106619,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,255,0)","31,125,202,13,371,278",(無維管束植物配子體佔優勢),,2018/5/9 00:43,ADD MARKER,8,16,104032001@Moodle,104032001,104032001,1
106620,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,255,0)","289,150,44,10,371,278",,,2018/5/9 00:43,ADD MARKER,8,16,104032001@Moodle,104032001,104032001,1
106621,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:43,NEXT,8,3,104032001@Moodle,104032001,104032001,1
106622,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","36,52,320,203,371,278",苔蘚蕨類裸子植物被子植物,,2018/5/9 00:43,ADD MARKER,9,16,104032001@Moodle,104032001,104032001,1
106623,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:43,NEXT,9,3,104032001@Moodle,104032001,104032001,1
106624,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:43,NEXT,9,3,104032001@Moodle,104032001,104032001,1
106625,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","57,127,282,33,371,278",? No vascular tissue(沒有真正的根、莖和葉子、沒有維管組織),,2018/5/9 00:43,ADD MARKER,10,16,104032001@Moodle,104032001,104032001,1
106626,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:43,NEXT,10,3,104032001@Moodle,104032001,104032001,1
106627,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,255,0)","34,69,301,38,371,278", Sporophyte produces spores in sporangium(孢子體在孢子囊中產生孢子),,2018/5/9 00:44,ADD MARKER,11,16,104032001@Moodle,104032001,104032001,1
106628,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:44,NEXT,11,3,104032001@Moodle,104032001,104032001,1
106629,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,255,0)","32,127,315,51,371,278", Vascular tissue consists of xylem(木質部)(conducts water and minerals) and phloem(韌皮部)(conducts organic nutrients),,2018/5/9 00:44,ADD MARKER,12,16,104032001@Moodle,104032001,104032001,1
106630,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:44,NEXT,12,3,104032001@Moodle,104032001,104032001,1
106631,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,255,0)","28,57,204,28,371,278", Seedless vascular plants,,2018/5/9 00:44,ADD MARKER,13,16,104032001@Moodle,104032001,104032001,1
106632,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,255,0)","41,124,147,21,371,278", Lycophytes(苔蘚植物,,2018/5/9 00:44,ADD MARKER,13,16,104032001@Moodle,104032001,104032001,1
106633,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:44,NEXT,13,3,104032001@Moodle,104032001,104032001,1
106634,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:44,NEXT,13,3,104032001@Moodle,104032001,104032001,1
106635,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","35,63,292,204,371,278",,,2018/5/9 00:44,ADD MARKER,14,16,104032001@Moodle,104032001,104032001,1
106636,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:44,NEXT,14,3,104032001@Moodle,104032001,104032001,1
106637,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","71,166,207,15,371,278",s(孢子位於葉狀體下面的孢子囊),,2018/5/9 00:44,ADD MARKER,15,16,104032001@Moodle,104032001,104032001,1
106638,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","35,206,208,17,371,278",Flagellated sperm(有鞭毛的精子,,2018/5/9 00:44,ADD MARKER,15,16,104032001@Moodle,104032001,104032001,1
106639,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:45,NEXT,15,3,104032001@Moodle,104032001,104032001,1
106640,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:45,NEXT,15,3,104032001@Moodle,104032001,104032001,1
106641,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:45,NEXT,16,3,104032001@Moodle,104032001,104032001,1
106642,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","23,51,324,220,371,278",?  McGraw-Hill Education. All rights reserved. Authorized only for instructor use in the classroom. No reproduction or distribution without the prior written 18-17,,2018/5/9 00:45,ADD MARKER,17,16,104032001@Moodle,104032001,104032001,1
106643,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:45,NEXT,17,3,104032001@Moodle,104032001,104032001,1
106644,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:45,NEXT,18,3,104032001@Moodle,104032001,104032001,1
106645,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:45,NEXT,19,3,104032001@Moodle,104032001,104032001,1
106646,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","12,49,14,41,371,278",,,2018/5/9 00:45,ADD MARKER,20,16,104032001@Moodle,104032001,104032001,1
106647,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","12,49,14,41,371,278",,,2018/5/9 00:45,DELETE MARKER,20,18,104032001@Moodle,104032001,104032001,1
106648,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","13,50,5,66,371,278",,,2018/5/9 00:45,ADD MARKER,20,16,104032001@Moodle,104032001,104032001,1
106649,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:45,ADD BOOKMARK,20,4,104032001@Moodle,104032001,104032001,1
106650,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","37,48,306,208,371,278",種皮胚,,2018/5/9 00:45,ADD MARKER,20,16,104032001@Moodle,104032001,104032001,1
106651,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:45,NEXT,20,3,104032001@Moodle,104032001,104032001,1
106652,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,255,0)","59,96,284,46,371,278", Pollen grains are drought-resistant male gametophytes.(花粉粒是抗旱的雄性配子體) Female gametophyte develops inside ovule(雌配子體在胚珠內發育),,2018/5/9 00:45,ADD MARKER,21,16,104032001@Moodle,104032001,104032001,1
106653,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:46,NEXT,21,3,104032001@Moodle,104032001,104032001,1
106654,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","23,54,334,182,371,278",,,2018/5/9 00:46,ADD MARKER,22,16,104032001@Moodle,104032001,104032001,1
106655,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:46,NEXT,22,3,104032001@Moodle,104032001,104032001,1
106656,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,"rgb(255,0,0)","36,58,289,206,371,278",,,2018/5/9 00:46,ADD MARKER,23,16,104032001@Moodle,104032001,104032001,1
106657,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:46,NEXT,23,3,104032001@Moodle,104032001,104032001,1
106658,bd4c9ab730f5513206b999ec0d90d1fb,1062_YCS_Biology_CH18,,mobile,,,,,2018/5/9 00:46,NEXT,24,3,104032001@Moodle,104032001,104032001,1
